¿En cuál vas?,ID,Comentario,Gobierno,Oposición,Posible Contradicción
4717,558,Aqui se corrobora que Amlo trabaja ayudo a Monterrey con el agua y muchas cosas mas aunque ahi gobierna otro partido.A Amlo le interesa el bien del Pueblo.Viva la 4a. T viva el pueblo de Mexico.,1,0,
4718,1182,"Mejor...IMPOSIBLE !!!!  Gracias y felicidades, son ustedes GRANDES Y MUY VALIENTES !!!! Expresan fielmente el pensar y sentir de millones de mexicanos sobre este gobierno de cuarta !!!!",-1,0,
4719,3826,EL AMLO DEL PRESENTE SE COMIO AL AMLO DEL PASADO...  :S,1,0,
4720,6235,No sabe ni siquiera responder lo que le preguntan. Da pena ajena!,0,0,
4721,6056,Porque no asen un episodio del caso de Garcia Luna eso les quedaría bien,0,0,
4722,8250,Nunca,0,0,
4723,393,"Es impresionante lo desconectado de la realidad que estan chumel y sus escritores, imagínate tirarle a una embajadora por pedir que se tome en cuenta a tu país para la toma de decisiones, supongo que lo que quiere chumel es que agachemos la cabeza y aceptemos lo que otros quieren sin tomar en cuenta nuestra posición o tan siquiera nuestra opinión y es la misma desconexión que tiene al insultar a los votantes que luego quiere que voten por los candidatos que el obviamente favorece, que clase de persona va a votar por el grupo de personas que primero los insulto y luego le pide sus votos. Gracias por recordarme porque no había visto el contenido de chumel por años por una razón",0,0,
4724,6280,"hay un starbucks y una tienda de crocs, entendi la referencia :D",0,0,
4725,4034,Ah caray! Que guapo té ves de negro mi Chumi,0,1,
4726,3111,"Bueno, creo que no habrá pulso la siguiente semana
Por otro lado, mucho éxito en Gringolandia Chumi",0,1,
4727,4743,"Discurso de odio /no es lo mismo que/ discurso discriminatorio.""Tepito Televisión"" para referencia a la opinion popular y libre si es clasista, discriminatorio y un claro discurso de odio.",0,0,
4728,3768,Chumel como que ya está el dólar a 30 pesos no? O pa cuando,0,0,
4729,2032,Vamos México este 2024 VOTO MASIVO PARA MORENA,1,0,
4730,2757,"Que penita de señora, se le entiende mas a sami, estos son nuestros legisladores? Por que seremos tan pentontos los mexicanos!!!!!",0,0,
4731,7074,antes de dormir  gracias ️ excelente noche,0,0,
4732,1138,"Realmente no entiendo a la ciudadanía, el país como está en TODOS los aspectos, especial y gravemente en SEGURIDAD y la aprobación de Presiganzo, de maravilla......que esperamos para reaccionar ?????",0,0,
4733,906,"Estimados y muy apreciables Loret y Brodo (personajaso)Con estos comentarios y muy profundos comentarios.......Me queda muy claro que como yo , estamos sumamente inconformes con el rumbo que toma nuestro país . Y lo grave que se estará poniendo al perder la libertad, que como lo estamos vivirbdo es casi prácticamente lo único que nos queda.Pues ya perdimos .La saludLa seguridadEl trabajoLos fideicomisosLas estancias infantilesLas guarderíasLas clases de tiempo completo.....Etc. etc. etc...Pero me pregunto por qué si se nos presento  la oportunidad de mandar al carajo al líder del presenté gobierno USTEDES APOYARON QUE NO SE HICIERA EL REFERENDUM PARA DEDPEDIR A ESTE GOBERNANTE .....En pocas palabras Uds. tbien son parte de los fracasos de la famosa coalición de la oposición...Entonces tomen la parte que les corresponde y no sean hipócritas",0,1,
4734,4614,"El niño berrinchudo de Palacio invita a todos a su fiesta  de cumpleaños  5 en el patio de su casa (el Zócalo). Él va a ser todo: el festejado, el mago y hasta el payaso . No olviden llevarle muchos dulces para que no les haga buling después.",0,0,
4735,5404,"A Que doña Olga!Aunque la oposición lo haya estudiado todo el año, no habrian ganado la votación...️️",0,0,
4736,3242,"La frase es, el PRI robaba pero dejaba trabajar, los otros roban pero no dejan trabajar.",0,-1,
4737,4447,Te amo presidente,1,0,
4738,2929,"Sin duda alguna,q hermoso es México,yo soy de la sierra de Durango,y tenemos,hermosos paisajes,pero no como estos",0,0,
4739,4122,Siempre será un honor estar con Obrador,1,0,
4740,4194,"Eres,  grande  chumel.  Me fascinas.",0,1,
4741,5501,Y a esa la eligieron para representarlos y ganando millones al año… tiene mejor discurso Sammy …,0,0,
4742,1475,Jajaja a Alito eres la desgracia del PRIPero sigue así que te falta casi nada para k desaparezcas del mapa a el PRI,0,-1,
4743,2188,"Muy bien ser cáustico, incisivo y cotidianamente agresivo hacia los partidos y hacia los políticos.  Cuando serás propositivo.?  Tu opinión e. Influencia serán de gran valor.  Por favor,  propositivo, lo merecemos.  Detrás de esa comicidad mordaz se detecta una persona culta que desea mejores condiciones en todos aspectos para nuestro país.  Gracias por tomar en cuenta esta opinión.",0,0,
4744,3313,"Ja ja ja ja el sabio loco de quadri párese gemelo de gilberto lozano, tal para cual.",0,0,
4745,5142,"Señor gobernador de San Luis Potosí: por favor rehabilitar la clínica del SSOCIAL de Xilitla, está en el completo abandono",0,0,
4746,7425,El profesor Memelovsky marihuano.,0,0,
4747,4476,ALITO EL UTITO,0,-1,
4748,3944,Chumel Torres eres magistralmente extraordinario,0,1,
4749,5977,"Los neolenses tienen lo que se merecen, esta pareja es el reflejo de ellos.",0,0,
4750,5460,"Si vas a Badiraguato y además es, porque tienes que ir, entonces es porque tienes algo por allá...",0,0,
4751,6049,"Vengan a Utah parfavar, capaz y ni saben donde es pero vengan por favor.",0,0,
4752,444,"Lilly al principio me caía mal por desagradable, pero hoy siento que es alguien que me ha regalado muchas sonrisas, me hace reír, me da pena ajena, es muy divertida.Yo creo que necesitamos políticos como Lilly Tellez porque nos hace olvidarnos de toda la mierd4 política, Lilly es esa parte hilarante de la política.",0,-1,
4753,650,"Mi presidente AMLO es muy dificil encontrar cualidades y empatía con los aspirantes d Morena,definitivo son con todo lo q a luchado el neoliberalismo",1,0,
4754,1396,"Buen día querido Presidente, muchas gracias por su excelente gobierno de la 4t, todo nuestro apoyo y reconocimiento por siempre 🇲🇽️",1,0,
4755,3002,Muy bunos días.Son estupendos  gracias por darme un mañana tan agradable. Felicidades Brozo y Carlos Lopez.,0,1,
4756,3362,TE PIDO UN FAVOR. LANZATE DE CANDIDATO A PRESIDENTE PARA QUE OBTENGAS CERO VOTOS.,0,0,
4757,1295,"Jajajajaja ""Quadri siendo Quadri""  jajajaja se sacaron un 100, lo mejor es que no existe posiblidad alguna de que ese Quadri jajaja llegue a presidente",0,1,
4758,3853,"Que vergüenza,  Quadri jamás debió haberse retractado…",0,1,
4759,2923,"CON ESA DECLARACIÓN ALIENTA MÁS LA ANIMADVERSIÓN HACIA ESOS TIPEJOS, LO CELEBRO, PORQUE SON UN PELIGRO PARA MÉXICO",0,0,
4760,634,"Pero coooomo de le ocurre!!! Ser candidata a la Presidencia!!!? Espero que no sea enserio!?  Bueno el PAN y el PRI pueden alucinar, de éso sí tienen derecho.",0,-1,
4761,4139,no manches ni tu te la crees BANDALITO,0,0,
4762,5822,No es que lo apoye joder. Simplemente es que el va por la razon lógica. Madafacke,0,0,
4763,6839,Limpiandome el aniseto con la ayuda humanitaria.,0,0,
4764,6888,"Excelente programa, felicitaciones  me encantó.",0,0,
4765,3387,Ay!!! Ya ni los del PRI le creén sus palabras no están respaldadas con sus actos,0,-1,
4766,3555,Si el cuauhtémoc fue gobernador que estés no sea presidente municipal,0,0,
4767,3642,"Enseñame tu colecciones de Funkos chumel, me llebo el lubricante",0,0,
4768,6423,Gran vídeo. Totalmente de acuerdo. Me encantan sus críticas.,0,0,
4769,4021,Se los dije. Esa Taddei es tapete de Obrador.,-1,0,
4770,1612,El clima se esta yendo alv.Amlo: México necesita otra refinería y un tren que chingue media selva,-1,0,
4771,6643,Pobre señor no sé quién está peor si el o Vicente Fox!,0,-1,
4772,2453,"mi Papá C.P.  J. Luis Manuel Pérez Vázquez estaría muy contento de que el Esfuerzo y Trabajo de 50 años de su vida se vieran reflejados en este Logro Real de la ""santa Aguilita "" IMSS ️🇲🇽",0,0,
4773,1761,"No te vayas Presidente AMLO, volverán los apátridas y quién podra defendernos ?",1,0,
4774,5944,Grandes intervenciones..me gustó mucho la Sra de sombrero y el indigente ...,0,0,
4775,1699,Felicidaddes excelente programa . Pobre México tan Lego’s de Dias y gobernado por la 4t,-1,0,
4776,1330,Debrian dejarla ser Candidata de la Coalición del MAL del PRIANRD y que divierta a todos los mexicanos con sus Shows de Botargas por todo el país,0,-1,
4777,8080,si son la misma,0,0,
4778,2136,FANTÁSTICOS BROZO Y LORET,0,1,
4779,2352,"Hola chumel antes que nada recibe un fuerte abrazo de mi parte, decirte que el peso esta muy fuerte contra tus pronosticos venezolanos de hace algunos años, me interesa (un carajo) tu opinion al respecto. Saludos cordiales.",0,-1,
4780,1085,Son un genio éstos 2.Todos los que tenemos dos dedos de frente. Estamos en contra de que se cambie los libros de texto.Cambiar a nuestros héroes mexicanos de nuestra historia  y poner al dictador amlo. Ni lo mande Dios.,-1,0,
4781,7021,"Eres la neta d'este planeta, Pulsito Bebé .",0,1,
4782,5193,"En el estado de Jalisco , no pasa nada de esto , aqui todo esta controlado por Alfaro asociado con  sus carteles ...",0,0,
4783,345,Quien puede creer en Alito Moreno. Hoy por hoy uno de los políticos mas corruptos en la historia de México.,0,-1,
4784,5818,El gobernador anda llorando como nena y acude con su padrino para que lo defienda,0,0,
4785,3309,Quién diría que la anterior realidad ahora solo es un contenido sátiro#dueles México,0,0,
4786,3641,La senadora se hubiera disfrazadoDe sobre amarillo y de volada!!,0,0,
4787,6004,Pues no que ya no puede contender porque no puede estar en ninguna boleta?,0,0,
4788,3116,"Señor jesucristo líbranos de éstos tiranos, te lo pedimos por el bien de México y nuestras familias",0,0,
4789,4702,"Uno de lo mejores episodios, admiro que logran con éxito el sentido del humor, capitulos para clases de historia dentro de 20 años, si logran arrancar carcajadas, lo dicho no se olvidará, os admiro.",0,0,
4790,1362,Pero el PRI abandonó el barco  y se subió al de  morena desde cuando ya se veía venir su fin....no lo olviden la mayoría está en morena..,-1,-1,
4791,7581,DEBEMOS AMARNOS COMO HERMANOS,0,0,
4792,5563,Jajajajjaja de verdad  votaron por el ??? Como le explicaremos Esto a los extraterrestres???,0,0,
4793,1555,Muchas  felicidades y muchos  abrazos señor presidente Andrés Manuel López Obrador  y muchas Felicidades,1,0,
4794,1060,Tenía razón nuestro Presidente cuando tomó la decisión de la guardia nacional. Ha llevado a una estabilidad en el País como no se habla visto en todos los Gobiernos anteriores. Gracias Sr. Presidente estamos y estaremos siempre con Ud.,1,0,
4795,6429,"Excelente noroña 2024, el único que no tiene cola q le pisen",1,0,
4796,1829,Morena López Obrador trivagos y gabinete se van al basurero de la Historia,1,0,
4797,3819,"ya que renuncie el Alito, es una mancha que no se quita",0,-1,
4798,2211,"El Quadri cometió un solo error y ese fue haberse disculpado, no porque su disculpa no tenga valor si no porque para esta gente eso nunca es suficiente, lograron lo que querían, el señor le dió lugar a sus locuras y estos no le respondieron en consecuencia, incluso le exigieron que se disculpara con no se cuántos millones más.",0,-1,
4799,2911,Que Amlo le dedique la canción de firme que parte no entiendes cuando te digo que NO la N o la O tu tiempo se acabo,0,0,
4800,1402,"México estado fallido, país sin rumbo y la ""oposición"" da pena ajena.. La clase política siempre le ha quedado mal a la ciudadanía",0,0,
4801,2416,Pero no le soplen las respuestas !!! “Derecha europea? Siii ándale esa !! Derecha marciana ??? Siiii esa también !!!”  Estudiar?!? Esta señora los únicos estudios que seguro ha hecho son los médicos,0,0,
4802,4467,Margarinflas!!!,0,,
4803,7649,se fumo una caja de limpias.,0,0,
4804,6836,No; Lo qué va ser es la botarga de lo oposición.,0,0,
4805,625,"Bravo por Cuadri. En muchas cosas no estoy de acuerdo con este tipo; pero la neta solo dijo la VERDAD. Ese diputado de morena aunque se autonombre ""mujer trans"".",0,1,
4806,2040,MORENA la nueva oligarquia política Mexicana!,1,0,
4807,7391,Esta debería casarse con peñanieto,0,0,
4808,336,"SALUDOS Y FELICITACIONES SR DIPUTADO GERARDO FERNÁNDEZ NOROÑA, PRÓXIMO PRESIDENTE DÉ MÉXICO,,,,, ABUSADOS MEXICANOS",1,0,
4809,501,"Se anotaron un 100 con esto. La cosa es que la ciudadanía despierte y se dé cuenta del peligro en el que está nuestro país y se levante aún más que al defender al INE. Muchas gracias Latinus por su gran trabajo, aún ""arriesgando el pellejo"".",0,0,
4810,3775,Alito pero no hablo de que hiban a dejar de robar jajajjaj,0,0,
4811,2899,Felicidades a estos Dos.....yo por lo pronto me quedo sentado como la Ministra....y no Votaré más por los MORENARCOS,-1,0,
4812,4680,"Nunca te saldrá todo bien y este pulso fue el ejemplo. No por sus noticias, sino porque está un poco desencajado, sin hilar. Aunque esto les pasará muy seguido, aún así los seguiría escuchando. I love you",0,1,
4813,7366,se la volo con lo de richi!! hahaha,0,0,
4814,6012,"Hasta eso, creo que Cantinflas era más claro y hablaba con más sentido...",0,0,
4815,7905,ningún político sirve,0,0,
4816,7362,"""Papel higiénítocó""-La Vilchis 2023",0,0,
4817,2894,"Perdón mi Chummy pero eso que dices el Outsourcing ""protegía"", es lo que pasaba. Estuve de outsourcing y así me pasó",0,0,
4818,3637,"2 GRANDES PERSONAS QUE LE HACEN LA VIDA DE ""CUADRITOS"" AL DOBLADO",0,0,
4819,7376,"Geniales y divertidos, como siempre",0,0,
4820,6617,"Hablar chilango, o como le dice el Gab, hablar neutral",0,0,
4821,302,MUY BUEN TRABAJO QUE HACE NUESTRO GRAN PRESIDENTE. NO SE PUEDE CANBIAR EN 6 AÑOS TODO LO MAL QUE NOS DEJO EL PRI.. PERO VAMOS BIEN . VIVA MORENA.,1,0,
4822,1876,Ya mejor deberíamos emigrar al prd y al pan...para que gane mancera,0,1,
4823,4589,"Jejejejeje que genialidad de introducción, me oriné de tanto reír con la representación del imbañable de Noroña.Una pena y una desgracia tener un personaje como Guadalupe Taddei, al frente del INE, al parecer se irá por la borda todo la confianza que llegó a tener.",0,0,
4824,3469,Así dejo el cartel inmobiliario esa colonia??? También ahí? Una más del PAN,0,0,
4825,2362,"Para opinar del tren maya deberia de ser originaria del pueblo maya, la gente de esos pueblos estan muuuuy contentos con todo lo que amlo esta haciendo en esos pueblos. A la unica que le acomodan los empujones es a ella",1,0,
4826,7871,El que estorba eres tu,0,0,
4827,8032,Bb hermoso te amo,0,0,
4828,37,"NI UN VOTO MAS A PRI, PAN, PRD Y MC, VIVA MÉXICO Y AMLO 🇲🇽🇲🇽🇲🇽🇲🇽 YA NO MÁS, TANTOS DIPUTADOS, y MENOS PLURINOMINALES",0,-1,
4829,8094,Todos al zócalo,0,0,
4830,4104,Ella sí que sería un peligro para México,0,0,
4831,3376,A ella pregúntele de albures y se los lleva de calle  es la pelangocha del prian,0,-1,
4832,498,Me hubiera gustado que Lili hubiera explicado cómo piensa articular la lucha contra la delincuencia y el narco.Expertos supranacionales están declarando que la caída de Morena no significará un avance contra el narcotráfico y la delincuencia.,-1,1,
4833,7269,Ocurre lo contrario y nadie dice nada,0,0,
4834,3539,Patadas de que se ahogan y Lugo quien lo dice un representante del pri,0,-1,
4835,5682,si Ebrad y la señora llevan haciendo campañas en talleres .º. desde hace mas de un año.,0,0,
4836,3442,Heeerrrrrmmaános. Jajajaja me pongo a dar el grito.  TATURFOOOOO VIVA MÉXICO,0,0,
4837,4551,"¿Alguien sabe qué pasó con las subcontrataciones? (O el nombre que tengan esta semana), yo estoy trabajando en un lugar por medio de estás características y no está chido no tener ninguna prestación de ley (ni siguiera nos ofrecen una silla donde sentarnos, y quieren que utilicemos el internet del dinero que nos dan para comer)",0,0,
4838,156,"Necesitamos a xochitl, Lilly, Creel para que compitan contra Claudia, Adán y Noroña...
Porque se necesitan verdaderos guerreros para la presidencia de México...",1,1,
4839,5001,"Qué desastre!! Y nadie puede hacer nada?!?!? El  es el dueño total y absoluto de país, se le abrió la puerta y ahora nadie lo puede echar.",0,0,
4840,5476,YA SUPÉRAME yo entiendo quemas claro ni el agua es para lala oposición le queda a la medida.🇲🇽🇲🇽🇲🇽,0,0,
4841,1212,"No pues siendo asi que siga ese Malito en el PRI, aunque sea por él o por las elecciones del 2024, pero de una forma u otra el Prian desaparecerá para las próximas elecciones",1,0,
4842,5235,"Una explicación más clara no puede haber, además con humor, son ""dos tipos de cuidado"" excelente no me lo pierdo.",0,0,
4843,4254,Con razón le dicen Margarinflas!,0,-1,
4844,1365,No puede ser  y yo pensaba que el inai servía para otras cosas gracias  Margarita eres  mi ídolo  igual que peña  nieto. Ay mis pendejos,0,0,
4845,6135,"Me interesan sus libros, porque es una persona muy instruida en todo.",0,0,
4846,4176,Pobre Lela Téllez ya me dio penita !!,0,-1,
4847,7317,¡Qué bonito cantan Gabriel y Víctor!,0,0,
4848,6641,"ósea,  ellos si pueden humillar y menospreciar gente??",0,0,
4849,4166,Como siempre chumel y equipo geniales,0,0,
4850,5613,"Puntuales como todos los Miércoles para ver como hacen mierda a lópez,,,geniales ambos,!,!",-1,0,
4851,6921,Qué buena campaña está haciendo este apátrida!,0,0,
4852,7208,Felicidades en tu santo dede Chihuahua.,0,0,
4853,764,Obrador le a propuesto al PRI que se una a Morena pero ya no tardan en seguir las reglas de Obrador,1,-1,
4854,8145,Amo el pulso,0,1,
4855,4854,Que coraje que aun sigamos manteniendo a este tipo de lacras porque el sigue cobrando del erario la verdad es una lástima que existan aun este tipo de personas,0,0,
4856,5343,Pero esa es la idea qué Marcela no juegue y gane se hace el harakiri para dejarle el camino a tripa seca,0,0,
4857,3956,"Mi apoyo para Noroña, es el más 4T que los demás",1,0,
4858,2486,"NOBLE PUEBLO DE MEXICO !!!! NO LEAN EL PERIODICO EL REFORMA !!!!  HOY EL DEFORMA !!!!! HAY QUE CASTIGARLO IGUAL QUE A PROCESO !!!!! NO A LOS CHAYOTEROS, VENDIDOS, ARDIDOS !!!!!!",0,-1,
4859,573,Diosito lo acompañe siempre y en todo momento a usted y a toda su familia presidente Andrés Manuel López obrador gracias por q usted a echó mucho por el pueblo mexicano Gracias gracias,1,0,
4860,1776,Son los mismos del PRIANRD para poder descalificar a los candidatos de Morena.,1,-1,
4861,1072,"Tan PATÉTICO todo el circo de la política que ni en los peores años del PRI se veía tan podrido el sistema y los poderes de factor: ejecutivo, legislativo y judicial y ahora hasta el INE SE FUNDIÓ.......Neta, pobre México!!!!",-1,-1,
4862,7231,Como me reí!! buenisimo el pulso bebés,0,1,
4863,3443,Habiendo tanta mujer inteligente en México y esta incongrunte de lagisladora,0,0,
4864,790,Cómo los extrañé. Este Brozo y Loret hacen una magnífica mancuerna con su excelente trabajo,0,1,
4865,6821,Waldo es otro mafioso más.. Un camaleón politico:,0,0,
4866,6196,Tototomalaaaaa!!!! Jajajaja muy entretenido e informativo capítulo.,0,0,
4867,7845,Una verdadera payasada.,0,0,
4868,1908,Primera vez que el Señor Quadri a mi juicio tiene toda la razón,0,0,
4869,7662,No por favor no la jodan !.,0,0,
4870,5387,"Fantásticos y muy objetivos. Veremos las maromas del loco de palacio,para quitarse la responsabilidad.",0,0,
4871,5720,Jajajaj este presidentito sabe todo menos lo que hace sus hijos y su gabinete jajajaj,0,0,
4872,4661,"Creo que un conductor de noticiero debería permanecer un poco más neutral a la nota que da, le resta credibilidad al hacer comentarios sobre su opinión personal sobre su postura personal sobre algo de cualquier tema.",0,0,
4873,7408,Yo quería más tiempo de entrevista,0,0,
4874,7412,Quien puede creer en este señor...,0,0,
4875,664,"Bravo Viva Mi Querido Presidente Viva Mexico Viva Andres Manuel Lopez Obrador , Apoyo TOTAL a Nuestro Presidente El Mejor Presidente de Mexico",1,0,
4876,3353,"Lo digo una y otra vez, ¡¡¡Noroña es pueblo!!!, ¡¡¡Noroña para Presidente 2024!!!",1,0,
4877,2781,Que buen programa Chumi. Saludos a todo tu staff. Son súper buenos y tienen uma chispa para que nos riamos de nuestras tragedias,0,1,
4878,7892,Jajaja. Pobre diablo.,0,0,
4879,6151,Jajaja! No es lo mismo macho alfa que MAMARRACHO ALFA! Genial reseña,0,0,
4880,7570,Super el programa felicidades.,0,0,
4881,7795,Inseguridad feminicidios,0,0,
4882,5214,"La historia empieza,Ciro que tapada de ocico, a estas fechas,y este hombre te ha demostrado con hechos quien eres.",0,0,
4883,4036,No puedo estar más de acuerdo hoy con Loret.,0,1,
4884,4856,"Éso pasa cuando se vota por alguien sin experiencia y que solo ganó por ser popular en las redes. No está pudiendo con el estado, ser político no es un juego.",0,0,
4885,4440,Felicidades quadri,0,1,
4886,1847,Hombre optimista  administrando el erario público  un México 🇲🇽  grande,0,0,
4887,3860,"Así estan las alcaldías de la CDMX, en manos del PAN.",0,0,
4888,1477,Gracias por mantenernos bien informados Campechaneando. Benditas redes sociales. Y que Viva nuestro Presidente AMLO,1,0,
4889,4958,Que buen programa.  Excelentes comentarios y análisis.  Gracias por seguir siendo VALIENTES y se atreven a “hablar de los PODEROSOS políticos”!,0,0,
4890,7768,muy bien como siempre!!!!,0,0,
4891,2495,"¡Como siempre! Genialidad. Diciendo las cosas como son  no entiendo como los kkslovers no ven la realidad de una vez, las intenciones de este presidentucho son más que obvias.",-1,0,
4892,6101,"Jajajaja en esta entrevista me doy cuenta que si va en serio, jajajaja",0,0,
4893,8248,Bravo,0,0,
4894,5808,En el discurso de la Clau (minuto 6:58) está la gente igual de animados que ella 🫤,0,0,
4895,7848,Excelente como siempre?,0,0,
4896,1366,Los mas valientes certeros los mejores periodistas Loret y Brozo gracias por sus informaciones el pueblo estamos con Ustedes BENDICIONES,0,1,
4897,2005,GENIAL ..GRACIAS LORET Y BROZO..DIOS LOS BENDIGA..,0,1,
4898,5295,Un conocido me dice que eso del papel es por qué cuesta mucho mandarlo y mejor lo venden y mandan el dinero,0,0,
4899,6174,Buen video !!!! Sigan haciendo equipó. Excelente canal Felicidades.,0,0,
4900,2059,El Locuas Quadri con el Locuas Marko Cortés,0,1,
4901,1841,"Cómo siempre estos dos poniendo el dedo en la llaga, bien Brozo y Loret",0,1,
4902,4729,JAJAJA Y MIL VECES JAJAA....  GRACIAS POR HACERNOS REIR A PESAR DE Q ESTA BOLA DE SINVERGUENZAS NOS ESTEN CHINGANDO Y SE Q LA CARRILLA ESTA LES DUELE....    UN POCO Q SE LES REGRESE ESTA BIEN,0,0,
4903,6522,Jajaja los actores de Pulso loco. Que buenas referencias.,0,0,
4904,4178,"Ya no aplica la frase ""Ganale al PRI""",0,-1,
4905,231,"Todo lo que la oposición representa es un peligro para México, ahora entiendo porque atacan tanto a lopez obrador, ni tenía mi apoyo el gobierno, pero ahora estoy seguro que por el bien de México, necesita seguir la corriente nacionalista de morena",1,-1,
4906,587,Viva el primer presidente de este siglo que prioriza a las mayorías y a los más necesitados. Desde Jalisco nos vamos este 1 de julio a celebrar cinco años del triunfo del pueblo.,1,0,
4907,5810,"Si buscas Cinismo en el diccionario sale la cara de este señorcito, no tiene madre",0,0,
4908,8201,Buenísimo,0,0,
4909,4081,Lista para ver a mi querido chumel torres,0,1,
4910,1247,"SEÑOR CIRO GOMEZ  CON TODO RESPETO QUE SE MERECE, HACE 2 AÑOS TIENE.ESTA ENTREVISTA QUEREMOS OTRA A  VER QUE A HECHO , NADA MAS  CON ESO , MEJOR PRESIDENTE  AMLO.",1,0,
4911,453,"Adan Augusto tirado a la hamaca; Ebrard haciendo propuestas ridículas; Sheibaum sin nadie que le haga sombra; Monreal vencido desde antes de entrar a la contienda; Velasco y Noroña haciéndola de comparsas tratando de vender caro su amor, y Polensky  totalmente perdida y despreciada. Eso es lo que hay.",-1,0,
4912,3983,NOROÑA EL MÁS PUEBLO Y SENSIBLE DE LA IZQUIERDA,1,0,
4913,2492,"-Con Díezfina, ni a la esquina...-Les dieron agua de calzón, por éso la fogocidad.  (Fiscalía)-El amlo del futuro regresó al 2018 y dice:   No voten por mí, por que si la cagué",-1,0,
4914,6754,"Ya denle algun medicamento fuerte, le super urge!!!",0,0,
4915,6030,Y “Tepito televisión” no es un comentario discriminatorio?  Doble moral!!,0,0,
4916,3628,26 de Febrero 11 am zócalo CDMX TODOS!!! #AMLOFUERA #AMLOsiguesTU,-1,0,
4917,7394,"24:09 Emmanuel Lewis, Gary Coleman",0,0,
4918,2367,"¡Qué pesadilla es la 4T! La intimidación a los jueces es algo intolerable. Si se rebasa esa línea, y los dejamos intervenir en los otros poderes, ya no habrá forma de salvar a este país. De verdad es algo muy delicado",0,0,
4919,667,"Sr presidente Andrés Manuel López Obrador le doy gracias por su bondad ,su afabilidad ,su humanismo que da a manos llenas al pueblo Mexicano.",1,0,
4920,1840,Cochi Gálvez solo quiere ser tomada en cuenta pero para ser plurinominal,0,0,
4921,4534,"Los Fiscales Autónomos deben de desaparecerLas Fiscalías persiguen los delitos pero siempre ha dependido de los gobernadoresQue no se confundan, deben ser autónomos para resolver los conflictosNo Autónomos del GobernadorNo es conveniente la Autonomía FinancieraComo parte del Gobierno EstatalEs el Gobierno del Estado el que debe de administrar el DineroEsta manera de organización incrementa el Crimen",0,0,
4922,6069,Mis respetos que profesionales las Estatuas que aguantaron estar de pie,0,0,
4923,6262,Tarde pero acá estoy.Cómo Jaiba frita en Veracruz. Saludos niños.,0,0,
4924,7629,Gracias por su labor social.,0,0,
4925,1784,"Gracias hermano por apoyar la 4T y a nuestro gran presidente, suerte y saludos",1,0,
4926,2209,"Waooo todo lo que dijo en ésta entrevista lo ha cumplido,   el periodista le hacía la pregunta ¿de dónde va usted sacar tanto dinero para tus proyectos?El presidente ya sabía de donde sacaría el dinero.   Simplemente dijo acabar con la corrupción.   Excelente!!   El presidente es un lobo de mar,  abusadillo desde chiquillo.  ..",1,0,
4927,1962,"Brozo , Loret y el Champ, son el trío infernal, jejeje",1,0,
4928,1234,"ÉL CORAJE NOO, ES TENER LA FUERZA PARÁ SEGUIR ADELANTE... ÉS SEGUIR ADELANTE CUÁNDO NOO, SÉ TIENE LA FUERZA... Y ÉSTO HIZO USTED, QUERIDO SR.  PRÉSIDENTE LIC. AMLO ️🇲🇽",1,0,
4929,8001,"""Durísimo hermano""",0,0,
4930,5979,en Tulum hay zonas donde se ah ido la luz por toda la noche y parte del dia,0,0,
4931,1322,"Muy triste lo que sucede en nuestro México lindo y querido.  Tenemos un ""ciego presidente"" guiando a ciegos. ¿Y los que sí vemos?  Ahí la tristeza",-1,0,
4932,4393,Es Quadri... solo eso.,0,1,
4933,3924,Un minuto de silencio por el PRI que está muerto.,0,-1,
4934,6723,Que duran los de Monterrey que votaron por este vato,0,0,
4935,110,"Estimados y admirados Loret y Brozo, a mí me salta un tema desde hace mucho, creo que esto de las ""corcholatas"" es oooootraaaaaa cortina de humo para distraer a la gente del único y principal objetivo del cacas...RELECCION
#TeamLoretBrozoLatinusSIEMPRE",0,1,
4936,2952,"Asi es señores  no le hagamos a marido de la vaca, añoyemos al q sea, pero al final vamos todos contra el prian",0,-1,
4937,7670,Excelentes entrevistadores.,0,0,
4938,6511,"Se pasa se pasa no hay agua no hay agua ,triste situación",0,0,
4939,5717,"Mis condolencias para la personas de ""New Lyon"" por tener a estas personas gobernando.",0,0,
4940,6210,"Me hicieron el dia con esta entrevista de risa,Puras incoherencias",0,0,
4941,7232,"Sueña dulce nena, sueña sueña mi amor!",0,0,
4942,3397,"Yo estoy consiente de eso, pero brincan a morena, por eso estoy muy preocupada!",1,-1,
4943,4803,La Opcion dice que por el calor y el aumento del consumo va aver Apagknes porque eso pasa en USA La CFE es muy Robudta y riene capavidad para un consumo del 50% adicional,0,0,
4944,6252,Don Noro con bastante conocimiento encima del resto de la colonia,0,0,
4945,2236,"Que dijo Quadri? Y por que si hablas sobre un grupo especifico de todas las letras que ya incluye el LGBTTTTT.... Es forzosamente meterse con todo ese grupo, osea es radicalismo esto, estas con todos o estas en contra de todos,  piden respeto y tolerancia y es lo último que ofrecen.",0,0,
4946,3930,Animo estoy con el presidente seguremos apoyando.,1,0,
4947,6997,"Te falta madurar, para q stat en ese Puesto.",0,0,
4948,3859,JAJAJA pa que sienta lo que siente NUESTRO PRESIDENTE,1,0,
